movie_id,rated
6964,Not Rated
6891,R
7212,TV-14
6791,R
7482,PG-13
7491,PG-13
6956,R
6888,PG-13
6986,PG-13
7181,R
6792,R
6985,R
8541,Not Rated
7150,PG-13
6739,R
7007,PG-13
6878,PG-13
6981,R
7022,R
6971,TV-PG
6980,R
7186,R
7014,R
6747,Unrated
6681,PG-13
7174,R
7353,PG-13
6841,Not Rated
7530,PG-13
6962,R
6847,R
8014,R
6939,PG-13
6887,R
7257,PG
6723,PG-13
7046,R
6899,Not Rated
7242,N/A
6709,Unrated
7070,PG-13
6628,Not Rated
8061,PG-13
6896,Not Rated
7041,PG-13
7002,R
7366,R
7139,R
7556,Not Rated
7037,PG-13
7048,PG-13
6770,PG-13
7360,R
6997,R
7347,Not Rated
6879,R
6960,PG-13
8161,R
7163,R
7208,R
7239,R
6853,R
7028,R
8612,PG-13
7448,Not Rated
7329,R
7594,R
6915,R
7314,R
7123,R
6865,R
7788,PG-13
7673,R
7133,PG-13
8416,PG
6738,R
6735,PG
6996,PG-13
7082,R
7005,R
8116,PG-13
7128,PG-13
7135,R
7016,R
7160,PG-13
7402,R
7075,PG-13
7067,R
7125,Not Rated
7454,TV-MA
7412,PG
7060,R
7605,PG-13
7688,R
7196,PG
7215,R
8064,R
6900,R
6875,R
7500,PG-13
7561,Not Rated
7588,PG
7238,Unrated
8052,PG-13
8285,PG-13
6822,R
7270,R
8101,PG-13
8021,R
7166,R
7542,PG-13
7972,PG-13
7328,PG-13
7226,PG-13
7758,R
7066,PG-13
6744,PG-13
7350,R
7970,R
7629,R
7493,G
7147,R
8324,R
7111,PG
7183,R
7603,Not Rated
7714,PG
7421,PG-13
7394,PG-13
7301,PG
7077,PG-13
7039,R
7277,N/A
7290,R
6849,R
7444,R
7458,G
7021,R
7224,R
6913,R
7134,R
7107,Not Rated
7527,R
6907,Not Rated
6886,TV-PG
7206,PG-13
7307,R
7611,PG-13
8084,PG-13
7006,PG
7432,PG-13
7101,R
7104,PG
7331,R
7182,R
7770,R
7140,Not Rated
7669,R
7120,R
7063,R
6903,R
7017,R
7165,R
7164,R
7114,R
7535,R
7532,R
7748,Not Rated
6877,R
7190,R
8618,N/A
7488,R
7845,R
7563,R
7105,Not Rated
7870,Not Rated
7357,PG-13
8470,PG-13
7121,N/A
7721,G
7928,R
7326,PG-13
7154,R
7090,R
7175,R
7260,Not Rated
7189,R
7352,Unrated
7615,R
7304,R
8137,R
7584,R
7630,R
7461,R
7230,Not Rated
7679,R
7080,PG-13
7199,Not Rated
8496,TV-14
7223,R
7031,R
7103,R
6873,TV-MA
7127,R
8231,PG-13
7521,R
7476,PG-13
7259,NC-17
7151,PG
8320,R
7769,R
7787,R
7416,Not Rated
7708,PG
6947,Not Rated
7138,TV-PG
7191,PG-13
7293,PG-13
7485,R
7291,PG-13
7279,R
8078,N/A
8600,TV-G
7025,PG
6893,TV-PG
7393,TV-PG
7168,R
8241,PG-13
8584,R
7949,TV-MA
7548,PG-13
8596,R
7201,PG
8164,R
7736,R
7466,PG-13
7110,Not Rated
7929,PG-13
7475,PG
7376,PG
8108,Not Rated
7188,R
7172,PG-13
7424,PG
7099,Not Rated
7552,R
7720,R
7683,R
7247,Not Rated
7600,R
7010,R
7035,PG-13
7098,PG-13
7310,PG-13
7092,R
7349,R
7514,PG-13
7371,Not Rated
7536,Unrated
7408,R
7274,R
7370,PG
7194,R
8083,R
7465,PG-13
7873,R
7287,R
7249,PG
7589,PG-13
7241,PG-13
7344,Unrated
7690,PG-13
7875,Not Rated
8008,PG-13
8147,R
8542,Unrated
7885,R
7317,R
7449,PG-13
7499,R
7436,G
8062,PG-13
7622,R
7719,PG-13
7202,R
8345,PG-13
7483,R
7545,R
7209,R
7364,PG-13
7936,PG-13
7113,R
7777,R
7604,PG-13
7903,PG-13
7155,N/A
8491,R
7296,R
7185,TV-PG
8555,Not Rated
7411,N/A
7596,R
7767,PG-13
7803,R
8263,R
7377,R
8604,PG-13
7250,PG-13
7251,PG-13
7198,Not Rated
7874,R
8090,Not Rated
7415,PG-13
7149,R
8138,Not Rated
7171,Not Rated
7271,PG-13
8485,PG-13
7744,PG-13
7268,R
7891,R
7612,PG
7388,Not Rated
7602,PG-13
8353,R
8020,R
7484,PG
8243,R
7264,Not Rated
7784,PG-13
7647,PG
8531,R
7486,PG-13
7236,R
7358,R
7405,PG-13
7525,R
7361,PG-13
7169,PG-13
7346,PG-13
7755,R
7106,R
8035,PG
8288,Not Rated
7937,PG-13
8100,PG-13
8580,Not Rated
7696,PG-13
7401,R
8001,R
7471,R
7445,PG
7687,PG-13
7311,PG
8111,PG-13
7453,Not Rated
7365,R
7437,PG-13
7073,G
7062,TV-MA
7952,R
7887,R
7984,PG-13
7598,PG
8168,PG-13
7699,PG
8360,R
7363,PG-13
7446,R
7450,G
7523,R
7269,PG-13
7459,Not Rated
7648,R
7685,PG-13
7477,R
7282,R
7562,R
8142,R
7756,Not Rated
7859,PG-13
7828,PG
7700,R
7551,R
7506,G
8034,R
7959,G
7516,PG-13
7667,R
7981,R
7340,PG-13
8073,R
7429,PG-13
7420,PG-13
7526,R
7375,R
7203,R
7316,R
7131,R
7422,PG
7330,R
7064,PG
7406,R
7844,R
7463,R
7472,R
7659,PG
7061,TV-PG
7921,PG-13
8190,R
8058,TV-14
7428,PG-13
7682,R
8019,PG-13
7398,Unrated
7515,R
8641,PG-13
8118,PG
7456,TV-MA
7825,R
8011,PG-13
7785,R
7229,R
7492,R
8359,PG-13
7116,Unrated
7342,R
7625,R
7922,PG-13
7564,PG-13
7423,TV-MA
7430,R
7606,PG-13
7917,PG-13
7320,Not Rated
8499,R
7518,Not Rated
7083,TV-PG
7451,R
7469,R
8267,R
8303,PG-13
8597,PG-13
7627,Not Rated
7478,R
7479,R
7965,R
8033,PG-13
7327,R
8006,PG-13
7505,R
7621,Not Rated
7332,R
7522,Unrated
7826,PG-13
8121,R
7757,PG-13
7524,PG-13
7284,Not Rated
7896,PG-13
7324,R
7442,Not Rated
7776,R
7504,PG-13
7619,PG
7426,PG-13
7351,PG-13
7325,PG
7666,PG
8318,R
7234,R
7348,R
7624,PG-13
7613,R
7590,PG-13
7374,G
7261,PG-13
7503,PG-13
7356,Not Rated
7547,R
8255,R
7631,Not Rated
7390,PG-13
7487,PG-13
7905,PG-13
7313,PG-13
7716,PG-13
8188,PG
7205,R
7368,Not Rated
7849,PG-13
7670,R
7414,Not Rated
7439,PG-13
7702,R
7671,PG-13
7635,R
7460,PG-13
8562,PG-13
7663,PG-13
8592,R
7541,PG-13
7610,PG-13
7634,PG-13
7729,Not Rated
7642,R
7571,PG-13
7623,R
7738,R
7942,R
7820,PG-13
7531,PG
7677,R
8211,R
7935,R
7467,PG-13
7897,R
7643,PG-13
7441,R
8595,PG-13
8113,Not Rated
7718,R
7321,R
7924,Not Rated
7574,R
7734,R
7568,R
7578,R
8240,PG-13
8484,PG-13
7763,R
7387,G
7689,PG-13
7529,Not Rated
7517,R
7519,R
7907,PG
7754,PG
7609,R
8486,PG-13
7657,PG-13
8192,PG-13
7511,R
7540,PG-13
7570,PG
7599,R
7871,Not Rated
8514,N/A
7658,R
7565,PG-13
7512,R
7724,R
7806,R
8509,PG-13
8646,N/A
7440,Not Rated
7694,R
7638,PG-13
7315,PG-13
7695,R
8536,G
8204,PG
7579,PG-13
7675,PG-13
8194,PG
7807,PG
7857,PG-13
7443,PG
7480,PG-13
8000,R
7808,Not Rated
7592,R
8444,PG-13
7555,PG-13
7703,R
7528,PG-13
8413,PG
8092,PG-13
7962,PG-13
7427,G
7289,PG-13
8373,PG-13
7399,Not Rated
7830,R
7684,PG
7731,PG
7951,PG-13
7575,PG-13
8472,R
7583,R
7633,R
7906,R
8184,TV-MA
7938,R
7968,PG
8002,PG
7567,R
7404,Not Rated
7853,PG-13
8569,R
7496,TV-PG
7403,PG
7649,N/A
7438,TV-14
7672,R
8067,TV-14
7895,Unrated
7701,PG-13
7636,PG-13
8085,R
8406,Not Rated
7858,PG-13
7618,PG-13
7775,R
7802,PG-13
7759,R
7975,R
7507,R
7593,Not Rated
8110,R
8094,R
7827,PG-13
7534,R
7733,PG-13
7655,PG-13
7616,R
7998,R
7572,NC-17
8521,R
7740,R
7953,PG-13
8042,PG-13
8104,R
7473,Not Rated
7697,PG-13
7586,Not Rated
7391,Not Rated
7711,R
7538,PG-13
7490,TV-MA
7916,TV-MA
7704,PG-13
7698,R
7868,R
7558,PG
7665,R
7771,R
8026,R
7856,R
7913,PG-13
7809,R
7601,R
8471,R
7881,R
8295,PG-13
7954,Not Rated
8445,R
7813,PG
7674,PG
7960,Not Rated
7569,R
7816,R
7866,R
7819,Not Rated
7617,PG
7495,R
7550,Not Rated
8257,PG-13
7847,R
7751,R
8300,R
8419,R
8054,Unrated
8517,R
8076,R
8074,R
8133,R
7884,Not Rated
8328,PG-13
7918,PG-13
7533,PG-13
8130,Unrated
7950,PG-13
7385,Not Rated
7914,R
7705,Not Rated
8027,R
8039,Not Rated
7986,PG-13
8017,R
8341,R
8131,R
7468,PG-13
7974,R
8559,Not Rated
7546,PG-13
8125,PG-13
7656,PG-13
7743,R
8102,PG-13
8148,PG-13
7773,R
8095,R
7668,TV-MA
8390,R
8598,R
7888,R
7855,R
8013,R
7993,PG
7779,R
7774,R
7717,R
7983,PG
7662,PG-13
7707,R
8310,PG
7811,R
8158,PG-13
8279,R
7795,PG-13
7783,PG-13
8178,PG-13
8123,R
8461,PG-13
7686,Not Rated
8463,Not Rated
7798,R
8561,R
7678,R
7850,Not Rated
7944,PG-13
7815,R
7911,R
8315,PG
7680,R
7725,R
7765,R
7789,R
7963,R
7919,R
8244,R
7848,R
7876,Not Rated
7794,R
7966,R
7846,Not Rated
7961,R
8174,PG-13
7931,PG-13
7915,R
8114,Not Rated
8036,R
7821,Not Rated
7823,R
8176,R
7943,R
8060,PG-13
8301,PG-13
8476,PG-13
8091,Not Rated
7902,Not Rated
8225,R
8565,Not Rated
7967,R
8150,PG-13
8439,PG
7810,R
8233,R
8276,PG-13
8619,R
8129,Not Rated
8023,R
8490,PG
7927,R
8186,R
8047,PG-13
7766,PG-13
7818,Not Rated
8022,PG-13
7752,R
7772,PG-13
7646,R
7863,Not Rated
8172,R
8012,R
7829,R
7925,N/A
7882,Not Rated
8004,PG-13
7791,Not Rated
8229,PG-13
7997,R
7994,PG
8041,PG-13
8199,Not Rated
7886,Not Rated
7894,R
8136,PG-13
7947,Not Rated
8040,R
8030,Not Rated
7764,Not Rated
8259,R
8367,R
8068,R
8448,R
8567,PG
7989,R
7893,R
7930,R
7782,Not Rated
7760,PG-13
8497,R
7889,R
8299,PG-13
7880,Not Rated
7872,N/A
7691,TV-MA
7900,Not Rated
7892,Not Rated
7869,R
7812,TV-MA
8305,PG-13
8473,PG
8410,PG
7910,R
8214,R
8220,PG-13
7780,R
7781,R
8209,PG-13
8197,R
8603,R
8198,G
7644,N/A
8363,PG-13
8170,R
7864,R
8477,PG-13
7800,Not Rated
7732,PG-13
7761,PG-13
7796,Not Rated
7753,PG
8449,PG-13
7797,R
7958,R
7926,PG
8082,PG-13
8483,PG-13
8268,R
8502,PG-13
7801,Not Rated
8087,Not Rated
7877,PG-13
8018,PG-13
8146,R
8314,R
8283,PG-13
8200,R
8119,R
7837,Unrated
8117,PG-13
8169,N/A
8106,Not Rated
7956,R
8265,R
8334,PG
8224,R
7999,PG-13
8037,R
8135,Not Rated
8010,R
8412,R
8166,PG-13
8051,Not Rated
8428,Not Rated
7901,R
8163,PG-13
8155,PG-13
8421,PG
8029,R
8071,Not Rated
8159,R
7988,Not Rated
7939,PG-13
8307,R
8081,PG-13
8260,R
8207,PG-13
8627,R
8287,PG
8201,R
7898,TV-PG
7904,PG
7831,TV-14
8096,TV-PG
8157,R
7985,R
7976,R
8599,PG
8217,R
8507,R
8379,R
8628,PG
8132,R
8032,NC-17
8152,PG
8297,R
8489,PG
8202,R
8182,Unrated
8066,PG
8009,R
8050,Not Rated
7912,R
8049,Not Rated
8070,PG-13
8513,R
8326,PG-13
7822,PG-13
8115,R
8215,Not Rated
8368,R
8329,Not Rated
8272,R
8105,Not Rated
8097,Not Rated
8230,PG-13
8124,R
7978,R
7990,PG-13
7969,PG-13
7948,R
8144,PG-13
8005,PG-13
8162,G
7991,Not Rated
8411,R
8180,R
8522,PG-13
8031,R
8007,R
8156,Not Rated
7879,TV-14
7940,PG-13
8143,PG-13
8025,R
8059,TV-14
7899,Not Rated
8492,PG-13
7867,Not Rated
8228,PG-13
8377,PG-13
8193,PG-13
8405,R
8624,PG-13
8120,Not Rated
8219,R
8245,R
8205,R
8063,PG-13
8160,R
7835,G
8140,Not Rated
8028,PG-13
8404,Unrated
8357,PG-13
7957,PG-13
8273,R
8212,R
8570,Not Rated
8409,PG-13
8520,R
8235,TV-MA
8459,R
8175,PG
8024,R
8437,PG-13
7946,PG-13
7971,R
8122,Not Rated
8474,R
8500,R
8055,PG-13
8375,PG-13
8045,TV-G
8342,PG-13
8546,PG-13
8578,G
8344,R
8223,PG-13
8236,PG-13
8093,R
8593,TV-14
8354,PG-13
8053,PG
8435,R
8271,R
8574,Not Rated
8563,R
8284,Not Rated
8564,PG
8128,R
8247,Not Rated
8446,PG-13
8153,Not Rated
8173,N/A
8658,Not Rated
8441,Not Rated
8322,R
8003,PG-13
8407,PG
8278,R
8191,R
8195,Not Rated
8432,R
8149,Not Rated
8386,PG-13
8650,R
8216,R
8196,PG-13
8044,G
8298,Not Rated
8401,Unrated
8431,N/A
8488,R
8355,PG-13
8280,R
8423,PG-13
8487,PG-13
8634,Not Rated
8289,Not Rated
8610,PG-13
8640,R
8453,R
8338,PG
8171,R
8481,PG
8281,R
8210,Not Rated
8343,R
8057,PG-13
8282,R
7977,TV-14
8248,PG-13
8151,Not Rated
8302,Not Rated
8251,R
8501,R
8352,Not Rated
8433,PG-13
8145,PG-13
8065,TV-PG
8321,R
8189,R
8332,R
8336,R
8450,R
8309,Not Rated
8512,Not Rated
8337,R
7980,PG-13
8426,PG-13
8645,R
8088,Not Rated
8457,PG-13
8249,Not Rated
8557,Unrated
8250,R
8505,R
8238,PG-13
8296,R
8286,R
8177,R
8181,R
8226,R
8383,R
8420,PG-13
8139,R
8575,R
8277,R
8414,R
8371,R
8403,PG-13
8452,PG-13
8331,R
8427,R
8614,PG
8465,Not Rated
8340,R
8234,Not Rated
8462,PG-13
8227,R
8504,PG-13
8458,R
8308,PG-13
8252,R
8583,PG-13
8213,PG
8316,R
8293,TV-14
8508,PG
8046,R
8639,R
8582,PG-13
8548,PG-13
8221,N/A
8468,R
8187,R
8237,Not Rated
8266,R
8635,PG-13
8311,PG-13
8306,Not Rated
8469,R
8455,Not Rated
8253,R
8524,R
8254,R
8335,R
8396,R
8415,PG-13
8629,R
8523,TV-MA
8351,R
8222,Not Rated
8467,PG-13
8350,PG
8208,Not Rated
8587,Not Rated
8434,Not Rated
8581,Not Rated
8613,R
8398,N/A
8530,R
8425,Not Rated
8577,PG-13
8456,R
8418,PG
8615,R
8077,Not Rated
8362,PG-13
8518,R
8438,R
8440,Not Rated
8274,R
8378,R
8590,Not Rated
8366,R
8442,PG
8393,R
8460,R
8466,Not Rated
8258,Unrated
8511,PG
8361,PG-13
8239,Not Rated
8605,TV-MA
8519,R
8264,PG-13
8503,R
8560,R
8647,PG-13
8397,R
8623,PG-13
8529,PG-13
8550,R
8319,N/A
8394,PG-13
8454,PG-13
8464,PG-13
8443,G
8568,PG-13
8525,R
8588,N/A
8601,R
